"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IMP4",2999.35150087852,0.444413553159738,0.080435834821563,5.52506919516177,3.29355780477241e-08,1.70150340802446e-07
"UPK3A",146.383380894916,3.90315104071492,0.451799663715286,8.63911895953644,5.66481675056706e-18,1.19946943094268e-16
"GZMK",1182.1118040798,-0.137474653548591,0.235471321935594,-0.583827586385201,0.559336316345134,0.633088764700658
"PINX1",670.111324720184,-0.0416099449842932,0.0840253348532379,-0.49520713076563,0.620453917637536,0.687841370736191
"ZMYM2",9405.2631305772,0.144082420004984,0.110141669197021,1.30815540617283,0.190820603925174,0.25404448566745
"C1QB",38435.3557194878,-0.893383323012553,0.18398257747439,-4.85580393141797,1.19899295040667e-06,4.70052611062975e-06
"HDDC3",1100.32639053407,0.360945094949007,0.113692574983184,3.17474641595893,0.0014996749692704,0.00331168678300264
"HOTAIRM1",375.011272052365,-0.472906031412228,0.22382093575771,-2.11287666102941,0.0346113259551144,0.0563274739361586
"IL26",16.6671374920774,-0.330228423775662,0.35777936610279,-0.922994602435478,0.356010018069042,0.433547847646681
"IL17C",8.85180619662359,1.75006634786603,0.382978762298046,4.56961722202255,4.88615811536594e-06,1.71941457602785e-05
"C21orf90",55.5496105145706,0.484110323700943,0.270146598113804,1.79202820646663,0.0731284478603103,0.109676416207805
"PSMB9",5707.30479381188,-0.461644269629798,0.161110730606011,-2.86538499262802,0.00416502532109955,0.00836020205517414
"ARHGAP32",5874.90326740958,0.561028631243021,0.122001253252374,4.59854809919425,4.25445497101904e-06,1.51743476772505e-05
"SNX18",8319.33406033295,0.124275731343893,0.10693668990906,1.16214305351679,0.245177361639973,0.315308150260798
"C14orf166",7713.84687531721,0.331684785387399,0.0745397762733181,4.44976899543134,8.59627008160754e-06,2.88839811955209e-05
"TEX21P",26.7183544010895,-0.808918891810291,0.173723960830311,-4.65634612487579,3.21870639756239e-06,1.17175964376008e-05
"LOC100505536",8.70820902149345,-0.147530635374389,0.234487355933109,-0.629162433033169,0.529242720321893,0.605117884089445
