"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NOVA2",746.663241993566,-2.21788746505183,0.155985760665521,6.9945119046076e-47,3.63015167849134e-44
"PVRL4",4164.16696510822,2.67804340943657,0.189000319547609,1.12793696421784e-46,5.70764302318332e-44
"SERINC2",10151.8988363178,2.43850313097215,0.171759735261587,1.20623385828138e-46,5.95497061596913e-44
"HS6ST2",2347.14615181893,4.33429427125339,0.306738356938403,1.42021279256931e-46,6.84441122247511e-44
"MNX1",202.158890370072,5.01077411447392,0.356811362705682,4.47831374343787e-46,2.10803601118433e-43
"GCOM1",5730.13917157247,-2.69241087726724,0.192218223035869,1.12267340672764e-45,5.16455282399413e-43
"CRABP2",5099.27818188868,4.92344789670339,0.353869526112,3.11555537551758e-45,1.38365740688868e-42
"SMPDL3B",2587.74677223775,2.31310626925623,0.165684385862476,3.14452056305911e-45,1.38365740688868e-42
"ROBO4",11524.3234291329,-2.424556417864,0.174069433452644,3.37281292377713e-45,1.45253417851432e-42
"C20orf202",142.480587524196,-2.15377140910271,0.154718250695952,3.5969169694449e-45,1.5167749245528e-42
