"gene","module"
"CKS2","blue"
"EVI2B","green"
"ACSM5","turquoise"
"CSF1","turquoise"
"PER2","grey"
"CD72","purple"
"C1orf126","blue"
"FMN2","yellow"
"FAM63B","turquoise"
"DTNA","turquoise"
"LOC339524","turquoise"
"SLC12A8","brown"
"PAR5","turquoise"
"MTTP","yellow"
"CXXC5","blue"
"SCN1B","grey"
"CMTM2","turquoise"
"GNAQ","turquoise"
"FAM78A","green"
"CLGN","grey"
"C4orf32","turquoise"
"ST8SIA4","pink"
"TSLP","turquoise"
"LRRC23","yellow"
"HSPA1B","blue"
"LBH","turquoise"
"SPRR2F","brown"
"NCOA7","grey"
"C1QTNF3","grey"
"GSTM3","turquoise"
"CD83","turquoise"
"CSGALNACT1","turquoise"
"TACSTD2","blue"
"STRA13","blue"
"RHBDL3","blue"
"AK8","yellow"
"CD53","green"
"KRT7","blue"
"LOC389906","brown"
"ZSCAN4","black"
"MANF","blue"
"CCNE2","brown"
"TAC1","grey"
"CD28","green"
"B3GNT5","turquoise"
"CYP2J2","blue"
"KLK12","grey"
"NCRNA00346","pink"
"TSHZ2","pink"
"MAGEB2","brown"
"LOC100506810","brown"
"LY6E","blue"
"ARHGEF35","blue"
"ZBTB46","turquoise"
"IKBKE","brown"
"PSD","blue"
"LMTK3","black"
"ALDH18A1","blue"
"SLC45A3","magenta"
"VASH1","turquoise"
"KY","grey"
"CCDC96","yellow"
"FMNL3","green"
"ZFP106","turquoise"
"C3orf58","turquoise"
"KIAA0889","pink"
"C17orf97","yellow"
"C22orf36","black"
"TBC1D24","black"
"EMILIN2","red"
"GLRA3","brown"
"IL12RB2","green"
"COBL","turquoise"
"HSPA6","grey"
"HOXA9","greenyellow"
"SPIRE2","black"
"CMA1","grey"
"TJP1","turquoise"
"GPR174","green"
"LRCH2","turquoise"
"KLRC3","turquoise"
"NKX6-1","greenyellow"
"CABP4","grey"
"MUC17","magenta"
"MAGIX","black"
"C8orf51","brown"
"GMFG","red"
"AP1M2","blue"
"HSPB2-C11orf52","black"
"TMEM8A","blue"
"TRIB1","grey"
"VSTM1","red"
"KRT40","brown"
"BCORP1","grey"
"CYP17A1","grey"
"SYDE1","turquoise"
"NBEAL1","turquoise"
"RUNX3","green"
"CLEC4D","turquoise"
"SLC6A13","turquoise"
"LZTS1","turquoise"
"HGC6.3","grey"
"SLITRK3","turquoise"
"EPS8","blue"
"NFATC2","green"
"FSTL1","pink"
"TMEM154","red"
"HMBS","blue"
"KIAA1543","blue"
"NOTCH1","turquoise"
"C1orf210","blue"
"CLEC17A","purple"
"MAPK11","turquoise"
"DPYSL2","turquoise"
"IL18BP","green"
"MMP23B","turquoise"
"PNCK","brown"
"PRR18","yellow"
"C6orf138","grey"
"AGTPBP1","turquoise"
"GSTA3","yellow"
"LOC154761","turquoise"
"FCGR2C","green"
"CYMP","black"
"APOB","turquoise"
"DSG3","grey"
"RGN","turquoise"
"GRAP2","green"
"SH3BGRL2","blue"
"VSIG10L","blue"
"CSRNP3","grey"
"KCNAB2","red"
"FUCA1","blue"
"DMRT3","grey"
"SLC1A4","brown"
"SLC29A2","blue"
"ZNF117","brown"
"PDLIM3","turquoise"
"PTPRN","brown"
"SPRYD7","turquoise"
"GRIN3A","green"
"TNIK","turquoise"
"CHRD","grey"
"LOC100506013","blue"
"SNAP25","pink"
"EFCAB6","yellow"
"LMNA","grey"
"KHDRBS3","turquoise"
"ANO6","turquoise"
"ANG","grey"
"ATAD2","brown"
"UTRN","turquoise"
"LOC554202","magenta"
"SAMD3","green"
"CRYZ","black"
"GINS4","brown"
"C6orf204","turquoise"
"GNB4","green"
"CYTIP","green"
"SERPINA6","yellow"
"MARCH3","grey"
"COL8A1","pink"
"WASF1","pink"
"ZNF682","grey"
"LRRC56","yellow"
"MAP1A","grey"
"GPR176","pink"
"ZNF826P","grey"
"ARL5B","grey"
"GRID1","turquoise"
"ALDOA","blue"
"FAM69B","grey"
"TMEM52","blue"
"RAG1","turquoise"
"PLK4","brown"
"AGRP","turquoise"
"LOC400794","black"
"EHD3","turquoise"
"POU5F1B","grey"
"PKD2","turquoise"
"PLA2R1","turquoise"
"ZBTB7C","grey"
"C6orf145","turquoise"
"LOC200772","yellow"
"ADAMTSL5","blue"
"GAMT","blue"
"CDH8","turquoise"
"C17orf89","blue"
"BTN3A3","turquoise"
"GAPT","green"
