"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"PGLS",3799.06238576168,0.317497905889799,0.111025639489394,0.0032301075880845,0.00663089327489031
"COL4A4",8896.1025999088,-0.197763485413135,0.180901272742137,0.24298233445723,0.312843039994199
"SNORD124",4.54690254459655,0.306044588933757,0.310056780050584,0.257430327070319,0.328809695856019
"GPR26",7.19274893204463,-0.524292382390262,0.351292600962588,0.0751106415379213,0.112291490905463
"C1orf21",9556.7765208668,-0.422527544609786,0.12758092876354,0.000695583480899571,0.00164075034713424
"LOC646851",714.0755997694,0.222036823112392,0.192249165939629,0.224369626572031,0.291849213510988
"MED12L",191.267673869792,-0.731762210048893,0.175705218939654,1.40269357520655e-05,4.53038465864938e-05
"RBM33",7273.57119348242,-0.144097263126374,0.0576352176318931,0.0119893177686328,0.021750988702599
"RIF1",8078.25997138673,0.150954270301413,0.11825564341497,0.18558984311649,0.247850088918708
"SNAPIN",3466.49717522864,0.44644732607443,0.090217613555711,5.58424490011583e-07,2.32573458895565e-06
"TMEM176A",4923.70540417933,0.455223931883459,0.174651580651516,0.00729021566611394,0.013865932653431
"FAM162B",1313.29794700887,-1.80766204138798,0.173019575406822,1.66751969366019e-26,9.22193063370928e-25
"C8orf74",2.01075002379524,0.529892242055288,0.957133996318189,0.0837813848504382,0.123377156111875
"MRPL55",1808.47488310063,0.700450175962106,0.125311515245279,1.17488031144979e-08,6.53137939688418e-08
"DPPA3",24.7701901746465,-0.462996893221113,0.210927487912954,0.0192972518900525,0.0333671344188068
"TSPAN16",11.4769156231018,-0.423324770842909,0.274858942822304,0.0852454033490229,0.125241504622746
"LOC100287482",99.9087564193366,0.851169820864938,0.281904312722328,0.000864405329790293,0.00200165064412371
"ITPR1",11902.7969835047,-0.906378825424658,0.153558756560974,1.0694218799304e-09,7.05316659226821e-09
